,Johnson County,,Illegal,Illegal,
,Knox County,,Illegal,Illegal,
,Kosciusko County,,Illegal,Illegal,
,LaGrange County,,Illegal,Illegal,
,Lake County,,Illegal,Illegal,
,LaPorte County,,Illegal,Illegal,
,Lawrence County,,Illegal,Illegal,
,Madison County,,Illegal,Illegal,
,Marion County,,Illegal,Illegal,
,Marshall County,,Illegal,Illegal,
,Martin County,,Illegal,Illegal,
,Miami County,,Illegal,Illegal,
,Monroe County,,Illegal,Illegal,
,Montgomery County,,Illegal,Illegal,
,Morgan County,,Illegal,Illegal,
,Newton County,,Illegal,Illegal,
,Noble County,,Illegal,Illegal,
,Ohio County,,Illegal,Illegal,
,Orange County,,Illegal,Illegal,
,Owen County,,Illegal,Illegal,
,Parke County,,Illegal,Illegal,
,Perry County,,Illegal,Illegal,
,Pike County,,Illegal,Illegal,
,Porter County,,Illegal,Illegal,
,Posey County,,Illegal,Illegal,
,Pulaski County,,Illegal,Illegal,
,Putnam County,,Illegal,Illegal,
,Randolph County,,Illegal,Illegal,
,Ripley County,,Illegal,Illegal,
,Rush County,,Illegal,Illegal,
,St. Joseph County,,Illegal,Illegal,
,Scott County,,Illegal,Illegal,
,Shelby County,,Illegal,Illegal,
,Spencer County,,Illegal,Illegal,
,Starke County,,Illegal,Illegal,
,Steuben County,,Illegal,Illegal,
,Sullivan County,,Illegal,Illegal,
,Switzerland County,,Illegal,Illegal,
,Tippecanoe County,,Illegal,Illegal,
,Tipton County,,Illegal,Illegal,
,Union County,,Illegal,Illegal,
,Vanderburgh County,,Illegal,Illegal,
,Vermillion County,,Illegal,Illegal,
,Vigo County,,Illegal,Illegal,
,Wabash County,,Illegal,Illegal,
,Warren County,,Illegal,Illegal,
,Warrick County,,Illegal,Illegal,
,Washington County,,Illegal,Illegal,
,Wayne County,,Illegal,Illegal,
,Wells County,,Illegal,Illegal,
,White County,,Illegal,Illegal,
,Whitley County,,Illegal,Illegal,
Iowa,,,Illegal,Illegal,
,Adair County,,Illegal,Illegal,
,Adams County,,Illegal,Illegal,
,Allamakee County,,Illegal,Illegal,
,Appanoose County,,Illegal,Illegal,
,Audubon County,,Illegal,Illegal,
,Benton County,,Illegal,Illegal,
,Black Hawk County,,Illegal,Illegal,
,Boone County,,Illegal,Illegal,
,Bremer County,,Illegal,Illegal,
,Buchanan County,,Illegal,Illegal,
,Buena Vista County,,Illegal,Illegal,
,Butler County,,Illegal,Illegal,
,Calhoun County,,Illegal,Illegal,
,Carroll County,,Illegal,Illegal,
,Cass County,,Illegal,Illegal,
,Cedar County,,Illegal,Illegal,
,Cerro Gordo County,,Illegal,Illegal,
,Cherokee County,,Illegal,Illegal,
,Chickasaw County,,Illegal,Illegal,
,Clarke County,,Illegal,Illegal,
,Clay County,,Illegal,Illegal,
,Clayton County,,Illegal,Illegal,
,Clinton County,,Illegal,Illegal,
,Crawford County,,Illegal,Illegal,
,Dallas County,,Illegal,Illegal,
,Davis County,,Illegal,Illegal,
,Decatur County,,Illegal,Illegal,
,Delaware County,,Illegal,Illegal,
,Des Moines County,,Illegal,Illegal,
,Dickinson County,,Illegal,Illegal,
,Dubuque County,,Illegal,Illegal,
,Emmet County,,Illegal,Illegal,
,Fayette County,,Illegal,Illegal,
,Floyd County,,Illegal,Illegal,
,Franklin County,,Illegal,Illegal,
,Fremont County,,Illegal,Illegal,
,Greene County,,Illegal,Illegal,
,Grundy County,,Illegal,Illegal,
,Guthrie County,,Illegal,Illegal,
,Hamilton County,,Illegal,Illegal,
,Hancock County,,Illegal,Illegal,
,Hardin County,,Illegal,Illegal,
,Harrison County,,Illegal,Illegal,
,Henry County,,Illegal,Illegal,
,Howard County,,Illegal,Illegal,
,Humboldt County,,Illegal,Illegal,
,Ida County,,Illegal,Illegal,
,Iowa County,,Illegal,Illegal,
,Jackson County,,Illegal,Illegal,
,Jasper County,,Illegal,Illegal,
,Jefferson County,,Illegal,Illegal,
,Johnson County,,Illegal,Illegal,
,Jones County,,Illegal,Illegal,
,Keokuk County,,Illegal,Illegal,
,Kossuth County,,Illegal,Illegal,
,Lee County,,Illegal,Illegal,
,Linn County,,Illegal,Illegal,
,Louisa County,,Illegal,Illegal,
,Lucas County,,Illegal,Illegal,
,Lyon County,,Illegal,Illegal,
,Madison County,,Illegal,Illegal,
,Mahaska County,,Illegal,Illegal,
,Marion County,,Illegal,Illegal,
,Marshall County,,Illegal,Illegal,
,Mills County,,Illegal,Illegal,
,Mitchell County,,Illegal,Illegal,
,Monona County,,Illegal,Illegal,
,Monroe County,,Illegal,Illegal,
,Montgomery County,,Illegal,Illegal,
,Muscatine County,,Illegal,Illegal,
,O'Brien County,,Illegal,Illegal,
,Osceola County,,Illegal,Illegal,
,Page County,,Illegal,Illegal,
,Palo Alto County,,Illegal,Illegal,
,Plymouth County,,Illegal,Illegal,
,Pocahontas County,,Illegal,Illegal,
,Polk County,,Illegal,Illegal,
,Pottawattamie County,,Illegal,Illegal,
,Poweshiek County,,Illegal,Illegal,
,Ringgold County,,Illegal,Illegal,
,Sac County,,Illegal,Illegal,
,Scott County,,Illegal,Illegal,
,Shelby County,,Illegal,Illegal,
,Sioux County,,Illegal,Illegal,
,Story County,,Illegal,Illegal,
,Tama County,,Illegal,Illegal,
,Taylor County,,Illegal,Illegal,
,Union County,,Illegal,Illegal,
,Van Buren County,,Illegal,Illegal,
,Wapello County,,Illegal,Illegal,
,Warren County,,Illegal,Illegal,
,Washington County,,Illegal,Illegal,
,Wayne County,,Illegal,Illegal,
,Webster County,,Illegal,Illegal,
,Winnebago County,,Illegal,Illegal,
,Winneshiek County,,Illegal,Illegal,
,Woodbury County,,Illegal,Illegal,
,Worth County,,Illegal,Illegal,
,Wright County,,Illegal,Illegal,
Kansas,,,Illegal,Illegal,
,Allen County,,Illegal,Illegal,
,Anderson County,,Illegal,Illegal,
,Atchison County,,Illegal,Illegal,
,Barber County,,Illegal,Illegal,
,Barton County,,Illegal,Illegal,
,Bourbon County,,Illegal,Illegal,
,Brown County,,Illegal,Illegal,
,Butler County,,Illegal,Illegal,
,Chase County,,Illegal,Illegal,
,Chautauqua County,,Illegal,Illegal,
,Cherokee County,,Illegal,Illegal,
,Cheyenne County,,Illegal,Illegal,
,Clark County,,Illegal,Illegal,
,Clay County,,Illegal,Illegal,
,Cloud County,,Illegal,Illegal,
,Coffey County,,Illegal,Illegal,
,Comanche County,,Illegal,Illegal,
,Cowley County,,Illegal,Illegal,
,Crawford County,,Illegal,Illegal,
,Decatur County,,Illegal,Illegal,
,Dickinson County,,Illegal,Illegal,
,Doniphan County,,Illegal,Illegal,
,Douglas County,,Illegal,Illegal,
,,Lawrence,Illegal,Decriminalized,"1 ounce, 4 grams"
,Edwards County,,Illegal,Illegal,
,Elk County,,Illegal,Illegal,
,Ellis County,,Illegal,Illegal,
,Ellsworth County,,Illegal,Illegal,
,Finney County,,Illegal,Illegal,
,Ford County,,Illegal,Illegal,
,Franklin County,,Illegal,Illegal,
,Geary County,,Illegal,Illegal,
,Gove County,,Illegal,Illegal,
,Graham County,,Illegal,Illegal,
,Grant County,,Illegal,Illegal,
,Gray County,,Illegal,Illegal,
,Greeley County,,Illegal,Illegal,
,Greenwood County,,Illegal,Illegal,
,Hamilton County,,Illegal,Illegal,
,Harper County,,Illegal,Illegal,
,Harvey County,,Illegal,Illegal,
,Haskell County,,Illegal,Illegal,
,Hodgeman County,,Illegal,Illegal,
,Jackson County,,Illegal,Illegal,
,Jefferson County,,Illegal,Illegal,
,Jewell County,,Illegal,Illegal,
,Johnson County,,Illegal,Illegal,
,Kearny County,,Illegal,Illegal,
,Kingman County,,Illegal,Illegal,
,Kiowa County,,Illegal,Illegal,
,Labette County,,Illegal,Illegal,
,Lane County,,Illegal,Illegal,
,Leavenworth County,,Illegal,Illegal,
,Lincoln County,,Illegal,Illegal,
,Linn County,,Illegal,Illegal,
,Logan County,,Illegal,Illegal,
,Lyon County,,Illegal,Illegal,
,Marion County,,Illegal,Illegal,
,Marshall County,,Illegal,Illegal,
,McPherson County,,Illegal,Illegal,
,Meade County,,Illegal,Illegal,
,Miami County,,Illegal,Illegal,
,Mitchell County,,Illegal,Illegal,
,Montgomery County,,Illegal,Illegal,
,Morris County,,Illegal,Illegal,
,Morton County,,Illegal,Illegal,
,Nemaha County,,Illegal,Illegal,
,Neosho County,,Illegal,Illegal,
,Ness County,,Illegal,Illegal,
,Norton County,,Illegal,Illegal,
,Osage County,,Illegal,Illegal,
,Osborne County,,Illegal,Illegal,
,Ottawa County,,Illegal,Illegal,
,Pawnee County,,Illegal,Illegal,
,Phillips County,,Illegal,Illegal,
,Pottawatomie County,,Illegal,Illegal,
,Pratt County,,Illegal,Illegal,
,Rawlins County,,Illegal,Illegal,
,Reno County,,Illegal,Illegal,
,Republic County,,Illegal,Illegal,
,Rice County,,Illegal,Illegal,
,Riley County,,Illegal,Illegal,
,Rooks County,,Illegal,Illegal,
,Rush County,,Illegal,Illegal,
,Russell County,,Illegal,Illegal,
,Saline County,,Illegal,Illegal,
,Scott County,,Illegal,Illegal,
,Sedgwick County,,Illegal,Illegal,
,,Wichita,Illegal,Decriminalized,
,Seward County,,Illegal,Illegal,
,Shawnee County,,Illegal,Illegal,
,Sheridan County,,Illegal,Illegal,
,Sherman County,,Illegal,Illegal,
,Smith County,,Illegal,Illegal,
,Stafford County,,Illegal,Illegal,
,Stanton County,,Illegal,Illegal,
,Stevens County,,Illegal,Illegal,
,Sumner County,,Illegal,Illegal,
,Thomas County,,Illegal,Illegal,
,Trego County,,Illegal,Illegal,
,Wabaunsee County,,Illegal,Illegal,
,Wallace County,,Illegal,Illegal,
,Washington County,,Illegal,Illegal,
,Wichita County,,Illegal,Illegal,
,Wilson County,,Illegal,Illegal,
,Woodson County,,Illegal,Illegal,
,Wyandotte County,,Illegal,Illegal,
Kentucky,,,Illegal,Illegal,
,Adair County,,Illegal,Illegal,
,Allen County,,Illegal,Illegal,
,Anderson County,,Illegal,Illegal,
,Ballard County,,Illegal,Illegal,
,Barren County,,Illegal,Illegal,
,Bath County,,Illegal,Illegal,
,Bell County,,Illegal,Illegal,
,Boone County,,Illegal,Illegal,
,Bourbon County,,Illegal,Illegal,
,Boyd County,,Illegal,Illegal,
,Boyle County,,Illegal,Illegal,
,Bracken County,,Illegal,Illegal,
,Breathitt County,,Illegal,Illegal,
,Breckinridge County,,Illegal,Illegal,
,Bullitt County,,Illegal,Illegal,
,Butler County,,Illegal,Illegal,
,Caldwell County,,Illegal,Illegal,
,Calloway County,,Illegal,Illegal,
,Campbell County,,Illegal,Illegal,
,Carlisle County,,Illegal,Illegal,
,Carroll County,,Illegal,Illegal,
,Carter County,,Illegal,Illegal,
,Casey County,,Illegal,Illegal,
,Christian County,,Illegal,Illegal,
,Clark County,,Illegal,Illegal,
,Clay County,,Illegal,Illegal,
,Clinton County,,Illegal,Illegal,
,Crittenden County,,Illegal,Illegal,
,Cumberland County,,Illegal,Illegal,
,Daviess County,,Illegal,Illegal,
,Edmonson County,,Illegal,Illegal,
,Elliott County,,Illegal,Illegal,
,Estill County,,Illegal,Illegal,
,Fayette County,,Illegal,Illegal,
,Fleming County,,Illegal,Illegal,
,Floyd County,,Illegal,Illegal,
,Franklin County,,Illegal,Illegal,
,Fulton County,,Illegal,Illegal,
,Gallatin County,,Illegal,Illegal,
,Garrard County,,Illegal,Illegal,
,Grant County,,Illegal,Illegal,
,Graves County,,Illegal,Illegal,
,Grayson County,,Illegal,Illegal,
,Green County,,Illegal,Illegal,
,Greenup County,,Illegal,Illegal,
,Hancock County,,Illegal,Illegal,
,Hardin County,,Illegal,Illegal,
,Harlan County,,Illegal,Illegal,
,Harrison County,,Illegal,Illegal,
,Hart County,,Illegal,Illegal,
,Henderson County,,Illegal,Illegal,
,Henry County,,Illegal,Illegal,
,Hickman County,,Illegal,Illegal,
,Hopkins County,,Illegal,Illegal,
,Jackson County,,Illegal,Illegal,
,Jefferson County,,Illegal,Decriminalized,1 ounce
,,Louisville,Illegal,Decriminalized,14 grams
,Jessamine County,,Illegal,Illegal,
,Johnson County,,Illegal,Illegal,
,Kenton County,,Illegal,Illegal,
,Knott County,,Illegal,Illegal,
,Knox County,,Illegal,Illegal,
,LaRue County,,Illegal,Illegal,
,Laurel County,,Illegal,Illegal,
,Lawrence County,,Illegal,Illegal,
,Lee County,,Illegal,Illegal,
,Leslie County,,Illegal,Illegal,
,Letcher County,,Illegal,Illegal,
,Lewis County,,Illegal,Illegal,
,Lincoln County,,Illegal,Illegal,
,Livingston County,,Illegal,Illegal,
,Logan County,,Illegal,Illegal,
,Lyon County,,Illegal,Illegal,
,McCracken County,,Illegal,Illegal,
,McCreary County,,Illegal,Illegal,
,McLean County,,Illegal,Illegal,
,Madison County,,Illegal,Illegal,
,Magoffin County,,Illegal,Illegal,
,Marion County,,Illegal,Illegal,
,Marshall County,,Illegal,Illegal,
,Martin County,,Illegal,Illegal,
,Mason County,,Illegal,Illegal,
,Meade County,,Illegal,Illegal,
,Menifee County,,Illegal,Illegal,
,Mercer County,,Illegal,Illegal,
,Metcalfe County,,Illegal,Illegal,
,Monroe County,,Illegal,Illegal,
,Montgomery County,,Illegal,Illegal,
,Morgan County,,Illegal,Illegal,
,Muhlenberg County,,Illegal,Illegal,
,Nelson County,,Illegal,Illegal,
,Nicholas County,,Illegal,Illegal,
,Ohio County,,Illegal,Illegal,
,Oldham County,,Illegal,Illegal,
,Owen County,,Illegal,Illegal,
,Owsley County,,Illegal,Illegal,
,Pendleton County,,Illegal,Illegal,
,Perry County,,Illegal,Illegal,
,Pike County,,Illegal,Illegal,
,Powell County,,Illegal,Illegal,
,Pulaski County,,Illegal,Illegal,
,Robertson County,,Illegal,Illegal,
,Rockcastle County,,Illegal,Illegal,
,Rowan County,,Illegal,Illegal,
,Russell County,,Illegal,Illegal,
,Scott County,,Illegal,Illegal,
,Shelby County,,Illegal,Illegal,
,Simpson County,,Illegal,Illegal,
,Spencer County,,Illegal,Illegal,
,Taylor County,,Illegal,Illegal,
,Todd County,,Illegal,Illegal,
,Trigg County,,Illegal,Illegal,
,Trimble County,,Illegal,Illegal,
,Union County,,Illegal,Illegal,
,Warren County,,Illegal,Illegal,
,Washington County,,Illegal,Illegal,
,Wayne County,,Illegal,Illegal,
,Webster County,,Illegal,Illegal,
,Whitley County,,Illegal,Illegal,
,Wolfe County,,Illegal,Illegal,
,Woodford County,,Illegal,Illegal,
Louisiana,,,Legal,Decriminalized,14 grams
,Acadia Parish,,Legal,Decriminalized,14 grams
,Allen Parish,,Legal,Decriminalized,14 grams
,Ascension Parish,,Legal,Decriminalized,14 grams
,Assumption Parish,,Legal,Decriminalized,14 grams
,Avoyelles Parish,,Legal,Decriminalized,14 grams
,Beauregard Parish,,Legal,Decriminalized,14 grams
,Bienville Parish,,Legal,Decriminalized,14 grams
,Bossier Parish,,Legal,Decriminalized,14 grams
,Caddo Parish,,Legal,Decriminalized,14 grams
,,Shreveport,Legal,Decriminalized,14 grams
,Calcasieu Parish,,Legal,Decriminalized,14 grams
,Caldwell Parish,,Legal,Decriminalized,14 grams
,Cameron Parish,,Legal,Decriminalized,14 grams
,Catahoula Parish,,Legal,Decriminalized,14 grams
,Claiborne Parish,,Legal,Decriminalized,14 grams
,Concordia Parish,,Legal,Decriminalized,14 grams
,DeSoto Parish,,Legal,Decriminalized,14 grams
,East Baton Rouge Parish,,Legal,Decriminalized,14 grams
,,Baton Rouge,Legal,Decriminalized,14 grams
,East Carroll Parish,,Legal,Decriminalized,14 grams
,East Feliciana Parish,,Legal,Decriminalized,14 grams
,Evangeline Parish,,Legal,Decriminalized,14 grams
,Franklin Parish,,Legal,Decriminalized,14 grams
,Grant Parish,,Legal,Decriminalized,14 grams
,Iberia Parish,,Legal,Decriminalized,14 grams
,Iberville Parish,,Legal,Decriminalized,14 grams
,Jackson Parish,,Legal,Decriminalized,14 grams
,Jefferson Parish,,Legal,Decriminalized,14 grams
,Jefferson Davis Parish,,Legal,Decriminalized,14 grams
,Lafayette Parish,,Legal,Decriminalized,14 grams
,Lafourche Parish,,Legal,Decriminalized,14 grams
,LaSalle Parish,,Legal,Decriminalized,14 grams
,Lincoln Parish,,Legal,Decriminalized,14 grams
,Livingston Parish,,Legal,Decriminalized,14 grams
,Madison Parish,,Legal,Decriminalized,14 grams
,Morehouse Parish,,Legal,Decriminalized,14 grams
,Natchitoches Parish,,Legal,Decriminalized,14 grams
,Orleans Parish,,Legal,Decriminalized,14 grams
,,New Orleans,Legal,Decriminalized,
,Ouachita Parish,,Legal,Decriminalized,14 grams
,Plaquemines Parish,,Legal,Decriminalized,14 grams
,Pointe Coupee Parish,,Legal,Decriminalized,14 grams
,Rapides Parish,,Legal,Decriminalized,14 grams
,Red River Parish,,Legal,Decriminalized,14 grams
,Richland Parish,,Legal,Decriminalized,14 grams
,Sabine Parish,,Legal,Decriminalized,14 grams
,St. Bernard Parish,,Legal,Decriminalized,14 grams
,St. Charles Parish,,Legal,Decriminalized,14 grams
,St. Helena Parish,,Legal,Decriminalized,14 grams
,St. James Parish,,Legal,Decriminalized,14 grams
,St. John the Baptist Parish,,Legal,Decriminalized,14 grams
,St. Landry Parish,,Legal,Decriminalized,14 grams
,St. Martin Parish,,Legal,Decriminalized,14 grams
,St. Mary Parish,,Legal,Decriminalized,14 grams
,St. Tammany Parish,,Legal,Decriminalized,14 grams
,Tangipahoa Parish,,Legal,Decriminalized,14 grams
,Tensas Parish,,Legal,Decriminalized,14 grams
,Terrebonne Parish,,Legal,Decriminalized,14 grams
,Union Parish,,Legal,Decriminalized,14 grams
,Vermilion Parish,,Legal,Decriminalized,14 grams
,Vernon Parish,,Legal,Decriminalized,14 grams
,Washington Parish,,Legal,Decriminalized,14 grams
,Webster Parish,,Legal,Decriminalized,14 grams
,West Baton Rouge Parish,,Legal,Decriminalized,14 grams
,West Carroll Parish,,Legal,Decriminalized,14 grams
,West Feliciana Parish,,Legal,Decriminalized,14 grams
,Winn Parish,,Legal,Decriminalized,14 grams
Maine,,,Legal,Legal,
,Androscoggin County,,Legal,Legal,
,Aroostook County,,Legal,Legal,
,Cumberland County,,Legal,Legal,
,Franklin County,,Legal,Legal,
,Hancock County,,Legal,Legal,
,Kennebec County,,Legal,Legal,
,Knox County,,Legal,Legal,
,Lincoln County,,Legal,Legal,
,Oxford County,,Legal,Legal,
,Penobscot County,,Legal,Legal,
,Piscataquis County,,Legal,Legal,
,Sagadahoc County,,Legal,Legal,
,Somerset County,,Legal,Legal,
,Waldo County,,Legal,Legal,
,Washington County,,Legal,Legal,
,York County,,Legal,Legal,
Maryland,,,Legal,Legal,
,Allegany County,,Legal,Legal,
,Anne Arundel County,,Legal,Legal,
,Baltimore County,,Legal,Legal,
,Baltimore City,,Legal,Legal,
,Calvert County,,Legal,Legal,
,Caroline County,,Legal,Legal,
,Carroll County,,Legal,Legal,
,Cecil County,,Legal,Legal,
,Charles County,,Legal,Legal,
,Dorchester County,,Legal,Legal,
,Frederick County,,Legal,Legal,
,Garrett County,,Legal,Legal,
,Harford County,,Legal,Legal,
,Howard County,,Legal,Legal,
,Kent County,,Legal,Legal,
,Montgomery County,,Legal,Legal,
,Prince George's County,,Legal,Legal,
,Queen Anne's County,,Legal,Legal,
,Somerset County,,Legal,Legal,
,St. Mary's County,,Legal,Legal,
,Talbot County,,Legal,Legal,
,Washington County,,Legal,Legal,
,Wicomico County,,Legal,Legal,
,Worcester County,,Legal,Legal,
Massachusetts,,,Legal,Legal,
,Barnstable County,,Legal,Legal,
,Berkshire County,,Legal,Legal,
,Bristol County,,Legal,Legal,
,Dukes County,,Legal,Legal,
,Essex County,,Legal,Legal,
,Franklin County,,Legal,Legal,
,Hampden County,,Legal,Legal,
,Hampshire County,,Legal,Legal,
,Middlesex County,,Legal,Legal,
,Nantucket County,,Legal,Legal,
,Norfolk County,,Legal,Legal,
,Plymouth County,,Legal,Legal,
,Suffolk County,,Legal,Legal,
,Worcester County,,Legal,Legal,
Michigan,,,Legal,Legal,
,Alcona County,,Legal,Legal,
,Alger County,,Legal,Legal,
,Allegan County,,Legal,Legal,
,Alpena County,,Legal,Legal,
,Antrim County,,Legal,Legal,
,Arenac County,,Legal,Legal,
,Baraga County,,Legal,Legal,
,Barry County,,Legal,Legal,
,Bay County,,Legal,Legal,
,Benzie County,,Legal,Legal,
,Berrien County,,Legal,Legal,
,Branch County,,Legal,Legal,
,Calhoun County,,Legal,Legal,
,Cass County,,Legal,Legal,
,Charlevoix County,,Legal,Legal,
,Cheboygan County,,Legal,Legal,
,Chippewa County,,Legal,Legal,
,Clare County,,Legal,Legal,
,Clinton County,,Legal,Legal,
,Crawford County,,Legal,Legal,
,Delta County,,Legal,Legal,
,Dickinson County,,Legal,Legal,
,Eaton County,,Legal,Legal,
,Emmet County,,Legal,Legal,
,Genesee County,,Legal,Legal,
,Gladwin County,,Legal,Legal,
,Gogebic County,,Legal,Legal,
,Grand Traverse County,,Legal,Legal,
,Gratiot County,,Legal,Legal,
,Hillsdale County,,Legal,Legal,
,Houghton County,,Legal,Legal,
,Huron County,,Legal,Legal,
,Ingham County,,Legal,Legal,
,Ionia County,,Legal,Legal,
,Iosco County,,Legal,Legal,
,Iron County,,Legal,Legal,
,Isabella County,,Legal,Legal,
,Jackson County,,Legal,Legal,
,Kalamazoo County,,Legal,Legal,
,Kalkaska County,,Legal,Legal,
,Kent County,,Legal,Legal,
,Keweenaw County,,Legal,Legal,
,Lake County,,Legal,Legal,
,Lapeer County,,Legal,Legal,
,Leelanau County,,Legal,Legal,
,Lenawee County,,Legal,Legal,
,Livingston County,,Legal,Legal,
,Luce County,,Legal,Legal,
,Mackinac County,,Legal,Legal,
,Macomb County,,Legal,Legal,
,Manistee County,,Legal,Legal,
,Marquette County,,Legal,Legal,
,Mason County,,Legal,Legal,
,Mecosta County,,Legal,Legal,
,Menominee County,,Legal,Legal,
,Midland County,,Legal,Legal,
,Missaukee County,,Legal,Legal,
,Monroe County,,Legal,Legal,
,Montcalm County,,Legal,Legal,
,Montmorency County,,Legal,Legal,
,Muskegon County,,Legal,Legal,
,Newaygo County,,Legal,Legal,
,Oakland County,,Legal,Legal,
,Oceana County,,Legal,Legal,
,Ogemaw County,,Legal,Legal,
,Ontonagon County,,Legal,Legal,
,Osceola County,,Legal,Legal,
,Oscoda County,,Legal,Legal,
,Otsego County,,Legal,Legal,
,Ottawa County,,Legal,Legal,
,Presque Isle County,,Legal,Legal,
,Roscommon County,,Legal,Legal,
,Saginaw County,,Legal,Legal,
,St. Clair County,,Legal,Legal,
,St. Joseph County,,Legal,Legal,
,Sanilac County,,Legal,Legal,
,Schoolcraft County,,Legal,Legal,
,Shiawassee County,,Legal,Legal,
,Tuscola County,,Legal,Legal,
,Van Buren County,,Legal,Legal,
,Washtenaw County,,Legal,Legal,
,Wayne County,,Legal,Legal,
,Wexford County,,Legal,Legal,
Minnesota,,,Legal,Legal,
,Aitkin County,,Legal,Legal,
,Anoka County,,Legal,Legal,
,Becker County,,Legal,Legal,
,Beltrami County,,Legal,Legal,
,Benton County,,Legal,Legal,
,Big Stone County,,Legal,Legal,
,Blue Earth County,,Legal,Legal,
,Brown County,,Legal,Legal,
,Carlton County,,Legal,Legal,
,Carver County,,Legal,Legal,
,Cass County,,Legal,Legal,
,Chippewa County,,Legal,Legal,
,Chisago County,,Legal,Legal,
,Clay County,,Legal,Legal,
,Clearwater County,,Legal,Legal,
,Cook County,,Legal,Legal,
,Cottonwood County,,Legal,Legal,
,Crow Wing County,,Legal,Legal,
,Dakota County,,Legal,Legal,
,Dodge County,,Legal,Legal,
,Douglas County,,Legal,Legal,
,Faribault County,,Legal,Legal,
,Fillmore County,,Legal,Legal,
,Freeborn County,,Legal,Legal,
,Goodhue County,,Legal,Legal,
,Grant County,,Legal,Legal,
,Hennepin County,,Legal,Legal,
,Houston County,,Legal,Legal,
,Hubbard County,,Legal,Legal,
,Isanti County,,Legal,Legal,
,Itasca County,,Legal,Legal,
,Jackson County,,Legal,Legal,
,Kanabec County,,Legal,Legal,
,Kandiyohi County,,Legal,Legal,
,Kittson County,,Legal,Legal,
,Koochiching County,,Legal,Legal,
,Lac qui Parle County,,Legal,Legal,
,Lake County,,Legal,Legal,
,Lake of the Woods County,,Legal,Legal,
,Le Sueur County,,Legal,Legal,
,Lincoln County,,Legal,Legal,
,Lyon County,,Legal,Legal,
,McLeod County,,Legal,Legal,
,Mahnomen County,,Legal,Legal,
,Marshall County,,Legal,Legal,
,Martin County,,Legal,Legal,
,Meeker County,,Legal,Legal,
,Mille Lacs County,,Legal,Legal,
,Morrison County,,Legal,Legal,
,Mower County,,Legal,Legal,
,Murray County,,Legal,Legal,
,Nicollet County,,Legal,Legal,
,Nobles County,,Legal,Legal,
,Norman County,,Legal,Legal,
,Olmsted County,,Legal,Legal,
,Otter Tail County,,Legal,Legal,
,Pennington County,,Legal,Legal,
,Pine County,,Legal,Legal,
,Pipestone County,,Legal,Legal,
,Polk County,,Legal,Legal,
,Pope County,,Legal,Legal,
,Ramsey County,,Legal,Legal,
,Red Lake County,,Legal,Legal,
,Redwood County,,Legal,Legal,
,Renville County,,Legal,Legal,
,Rice County,,Legal,Legal,
,Rock County,,Legal,Legal,
,Roseau County,,Legal,Legal,
,Saint Louis County,,Legal,Legal,
,Scott County,,Legal,Legal,
,Sherburne County,,Legal,Legal,
,Sibley County,,Legal,Legal,
,Stearns County,,Legal,Legal,
,Steele County,,Legal,Legal,
,Stevens County,,Legal,Legal,
,Swift County,,Legal,Legal,
,Todd County,,Legal,Legal,
,Traverse County,,Legal,Legal,
,Wabasha County,,Legal,Legal,
,Wadena County,,Legal,Legal,
,Waseca County,,Legal,Legal,
,Washington County,,Legal,Legal,
,Watonwan County,,Legal,Legal,
,Wilkin County,,Legal,Legal,
,Winona County,,Legal,Legal,
,Wright County,,Legal,Legal,
,Yellow Medicine County,,Legal,Legal,
Mississipi,,,Legal,Decriminalized,"1 ounce, 2 grams"
,Adams County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Alcorn County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Amite County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Attala County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Benton County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Bolivar County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Calhoun County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Carroll County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Chickasaw County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Choctaw County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Claiborne County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Clarke County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Clay County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Coahoma County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Copiah County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Covington County,,Legal,Decriminalized,"1 ounce, 2 grams"
,DeSoto County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Forrest County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Franklin County,,Legal,Decriminalized,"1 ounce, 2 grams"
,George County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Greene County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Grenada County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Hancock County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Harrison County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Hinds County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Holmes County,,Legal,Decriminalized,"1 ounce, 2 grams"
,Humphreys County,,Legal,Decriminalized,"1 ounce, 2 grams"
