,Bear Lake County,,Illegal,Illegal,
,Benewah County,,Illegal,Illegal,
,Bingham County,,Illegal,Illegal,
,Blaine County,,Illegal,Illegal,
,Boise County,,Illegal,Illegal,
,Bonner County,,Illegal,Illegal,
,Bonneville County,,Illegal,Illegal,
,Boundary County,,Illegal,Illegal,
,Butte County,,Illegal,Illegal,
,Camas County,,Illegal,Illegal,
,Canyon County,,Illegal,Illegal,
,Caribou County,,Illegal,Illegal,
,Cassia County,,Illegal,Illegal,
,Clark County,,Illegal,Illegal,
,Clearwater County,,Illegal,Illegal,
,Custer County,,Illegal,Illegal,
,Elmore County,,Illegal,Illegal,
,Franklin County,,Illegal,Illegal,
,Fremont County,,Illegal,Illegal,
,Gem County,,Illegal,Illegal,
,Gooding County,,Illegal,Illegal,
,Idaho County,,Illegal,Illegal,
,Jefferson County,,Illegal,Illegal,
,Jerome County,,Illegal,Illegal,
,Kootenai County,,Illegal,Illegal,
,Latah County,,Illegal,Illegal,
,Lemhi County,,Illegal,Illegal,
,Lewis County,,Illegal,Illegal,
,Lincoln County,,Illegal,Illegal,
,Madison County,,Illegal,Illegal,
,Minidoka County,,Illegal,Illegal,
,Nez Perce County,,Illegal,Illegal,
,Oneida County,,Illegal,Illegal,
,Owyhee County,,Illegal,Illegal,
,Payette County,,Illegal,Illegal,
,Power County,,Illegal,Illegal,
,Shoshone County,,Illegal,Illegal,
,Teton County,,Illegal,Illegal,
,Twin Falls County,,Illegal,Illegal,
,Valley County,,Illegal,Illegal,
,Washington County,,Illegal,Illegal,
Illinois,,,Legal,Legal,
,Adams County,,Legal,Legal,
,Alexander County,,Legal,Legal,
,Bond County,,Legal,Legal,
,Boone County,,Legal,Legal,
,Brown County,,Legal,Legal,
,Bureau County,,Legal,Legal,
,Calhoun County,,Legal,Legal,
,Carroll County,,Legal,Legal,
,Cass County,,Legal,Legal,
,Champaign County,,Legal,Legal,
,Christian County,,Legal,Legal,
,Clark County,,Legal,Legal,
,Clay County,,Legal,Legal,
,Clinton County,,Legal,Legal,
,Coles County,,Legal,Legal,
,Cook County,,Legal,Legal,
,Crawford County,,Legal,Legal,
,Cumberland County,,Legal,Legal,
,DeKalb County,,Legal,Legal,
,DeWitt County,,Legal,Legal,
,Douglas County,,Legal,Legal,
,DuPage County,,Legal,Legal,
,Edgar County,,Legal,Legal,
,Edwards County,,Legal,Legal,
,Effingham County,,Legal,Legal,
,Fayette County,,Legal,Legal,
,Ford County,,Legal,Legal,
,Franklin County,,Legal,Legal,
,Fulton County,,Legal,Legal,
,Gallatin County,,Legal,Legal,
,Greene County,,Legal,Legal,
,Grundy County,,Legal,Legal,
,Hamilton County,,Legal,Legal,
,Hancock County,,Legal,Legal,
,Hardin County,,Legal,Legal,
,Henderson County,,Legal,Legal,
,Henry County,,Legal,Legal,
,Iroquois County,,Legal,Legal,
,Jackson County,,Legal,Legal,
,Jasper County,,Legal,Legal,
,Jefferson County,,Legal,Legal,
,Jersey County,,Legal,Legal,
,Jo Daviess County,,Legal,Legal,
,Johnson County,,Legal,Legal,
,Kane County,,Legal,Legal,
,Kankakee County,,Legal,Legal,
,Kendall County,,Legal,Legal,
,Knox County,,Legal,Legal,
,Lake County,,Legal,Legal,
,LaSalle County,,Legal,Legal,
,Lawrence County,,Legal,Legal,
,Lee County,,Legal,Legal,
,Livingston County,,Legal,Legal,
,Logan County,,Legal,Legal,
,Macon County,,Legal,Legal,
,Macoupin County,,Legal,Legal,
,Madison County,,Legal,Legal,
,Marion County,,Legal,Legal,
,Marshall County,,Legal,Legal,
,Mason County,,Legal,Legal,
,Massac County,,Legal,Legal,
,McDonough County,,Legal,Legal,
,McHenry County,,Legal,Legal,
,McLean County,,Legal,Legal,
,Menard County,,Legal,Legal,
,Mercer County,,Legal,Legal,
,Monroe County,,Legal,Legal,
,Montgomery County,,Legal,Legal,
,Morgan County,,Legal,Legal,
,Moultrie County,,Legal,Legal,
,Ogle County,,Legal,Legal,
,Peoria County,,Legal,Legal,
,Perry County,,Legal,Legal,
,Piatt County,,Legal,Legal,
,Pike County,,Legal,Legal,
,Pope County,,Legal,Legal,
,Pulaski County,,Legal,Legal,
,Putnam County,,Legal,Legal,
,Randolph County,,Legal,Legal,
,Richland County,,Legal,Legal,
,Rock Island County,,Legal,Legal,
,Saline County,,Legal,Legal,
,Sangamon County,,Legal,Legal,
,Schuyler County,,Legal,Legal,
,Scott County,,Legal,Legal,
,Shelby County,,Legal,Legal,
,St. Clair County,,Legal,Legal,
,Stark County,,Legal,Legal,
,Stephenson County,,Legal,Legal,
,Tazewell County,,Legal,Legal,
,Union County,,Legal,Legal,
,Vermilion County,,Legal,Legal,
,Wabash County,,Legal,Legal,
,Warren County,,Legal,Legal,
,Washington County,,Legal,Legal,
,Wayne County,,Legal,Legal,
,White County,,Legal,Legal,
,Whiteside County,,Legal,Legal,
,Will County,,Legal,Legal,
,Williamson County,,Legal,Legal,
,Winnebago County,,Legal,Legal,
,Woodford County,,Legal,Legal,
Indiana,,,Illegal,Illegal,
,Adams County,,Illegal,Illegal,
,Allen County,,Illegal,Illegal,
,Bartholomew County,,Illegal,Illegal,
,Benton County,,Illegal,Illegal,
,Blackford County,,Illegal,Illegal,
,Boone County,,Illegal,Illegal,
,Brown County,,Illegal,Illegal,
,Carroll County,,Illegal,Illegal,
,Cass County,,Illegal,Illegal,
,Clark County,,Illegal,Illegal,
,Clay County,,Illegal,Illegal,
,Clinton County,,Illegal,Illegal,
,Crawford County,,Illegal,Illegal,
,Daviess County,,Illegal,Illegal,
,Dearborn County,,Illegal,Illegal,
,Decatur County,,Illegal,Illegal,
,DeKalb County,,Illegal,Illegal,
,Delaware County,,Illegal,Illegal,
,Dubois County,,Illegal,Illegal,
,Elkhart County,,Illegal,Illegal,
,Fayette County,,Illegal,Illegal,
,Floyd County,,Illegal,Illegal,
,Fountain County,,Illegal,Illegal,
,Franklin County,,Illegal,Illegal,
,Fulton County,,Illegal,Illegal,
,Gibson County,,Illegal,Illegal,
,Grant County,,Illegal,Illegal,
,Greene County,,Illegal,Illegal,
,Hamilton County,,Illegal,Illegal,
,Hancock County,,Illegal,Illegal,
,Harrison County,,Illegal,Illegal,
,Hendricks County,,Illegal,Illegal,
,Henry County,,Illegal,Illegal,
,Howard County,,Illegal,Illegal,
,Huntington County,,Illegal,Illegal,
,Jackson County,,Illegal,Illegal,
,Jasper County,,Illegal,Illegal,
,Jay County,,Illegal,Illegal,
,Jefferson County,,Illegal,Illegal,
,Jennings County,,Illegal,Illegal,
